ZNF837 58.19
MIR1256 34.49
MIR20B 78.21
YEATS4 63.47
MIR6888 84.50
C12orf74 67.19
IGHD1-1 36.12
GNLY 86.93
LINC01799 62.78
MRT8 53.10
TMEM212 51.91
RNY1P16 44.39
SEPT11 50.94
ZNF585A 30.21
PPA2 61.55
PTCSC2 74.14
RPL9P4 31.44
RAP2A 83.85
RPL5P17 41.57
RNU6-1271P 32.35
RN7SL632P 83.37
MIATNB 61.27
RNU7-136P 48.79
MIR6854 66.95
MTAPP2 22.99
LINC01168 37.32
PTTG1IP 92.68
MSLN 74.78
RPS2P19 42.12
MIR591 27.13
SCFD2 31.57
RNU7-183P 86.57
SNX2P2 26.01
RPL18P13 54.24
RPL38 36.32
RPS12P1 35.99
RN7SL228P 55.25
ABT1 44.24
IQCG 25.55
GPR63 67.00
LINC00358 21.92
C9orf43 65.62
MIR4758 62.13
MIR4293 49.70
RN7SL860P 56.13
MRPL9 46.85
MTNR1B 23.42
RNU7-137P 63.11
LINC01841 24.25
STX12 91.13
C11orf16 31.96
RPL7P17 57.31
SUMF2 58.54
ANGPT2 23.57
PYURF 45.92
PIRC22 44.64
CES1P2 27.03
RNU6-1222P 49.91
CIB3 42.27
RNU6-227P 14.64
MIR539 34.75
HORMAD1 53.79
KRT16P2 35.68
RNU7-70P 70.85
LCE1F 59.17
FRA2C 78.33
RPL10P14 59.80
CTAA2 73.24
MIR1185-2 29.44
RHEBP2 49.25
HNRNPA3P9 34.96
ATAD2 54.01
IGKV1D-33 52.53
FRA3A 124.30
LINC01523 38.26
RPL26P15 30.37
TSPAN2 43.13
PGM5 26.44
RNU6-1000P 69.13
GAPDHP55 9.25
LINC01176 101.63
CHCHD2P7 55.25
PRR5-ARHGAP8 44.62
SVIL-AS1 98.09
CMR1A 69.21
EVR3 48.23
PEX12P1 48.84
RNVU1-6 59.43
RNU6-1045P 43.96
EEF1GP6 40.10
ZNF616 67.25
MIR1193 63.90
RN7SL253P 75.50
RNU6-1129P 61.72
MLECP1 30.93
SHF 44.11
EEF1A1P34 43.63
RNU6-410P 32.36
PSMD6-AS1 69.95
MIR4691 57.80
LINC01959 26.97
TSPAN11 44.92
INSC 44.82
SYM2 55.83
MIR6862-2 53.74
GSM1 89.54
RN7SL480P 29.77
MIR1262 70.44
COIL 32.45
TRAV10 84.66
PIRC47 18.83
TMEM106B 43.46
RN7SL853P 62.33
RNU6-1116P 30.96
TRIAP1 13.59
MMP25-AS1 64.95
PTH2 67.07
RPS2 74.62
CDC42P2 75.26
LINC00843 28.42
RPS7P14 28.51
ADORA3 41.49
SPDYE17 42.71
ZPBP 58.18
MIRLET7B 55.33
PDCL3P1 23.71
LINC02108 41.65
RPS25P6 44.86
PTPN21 48.30
NCL 52.33
